/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_172.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_172.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_172.jpg,0,0,0,2.544439E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_243.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_243.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_243.jpg,0,0,0,2.272455E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_357.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_357.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_357.jpg,0,0,0,3.466592E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_470.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_470.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_470.jpg,0,0,0,4.880342E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_584.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_584.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_584.jpg,0,0,0,4.889221E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_697.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_697.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_697.jpg,0,0,0,6.419749E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_810.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_810.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_810.jpg,0,0,0,8.003904E-07
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_40_935.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_40_935.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_40_935.jpg,0,0,0,1.025996E-06
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_41_063.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_41_063.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_41_063.jpg,0,0,0,1.156548E-06
/home/osman/Data/CARND/sim_data/IMG/center_2017_08_15_23_59_41_192.jpg,/home/osman/Data/CARND/sim_data/IMG/left_2017_08_15_23_59_41_192.jpg,/home/osman/Data/CARND/sim_data/IMG/right_2017_08_15_23_59_41_192.jpg,0,0,0,1.287623E-06
