C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_46_954.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_46_954.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_46_954.jpg,0,0,0,1.231845E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_033.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_033.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_033.jpg,0,0,0,4.559145E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_099.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_099.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_099.jpg,0,0,0,2.894464E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_176.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_176.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_176.jpg,0,0,0,2.727603E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_265.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_265.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_265.jpg,0,0,0,1.109003E-07
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_338.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_338.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_338.jpg,0,0,0,2.461794E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_417.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_417.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_417.jpg,0,0,0,2.328926E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_492.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_492.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_492.jpg,0,0,0,2.196093E-06
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_567.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_567.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_567.jpg,0,0,0,2.681023E-07
C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\center_2017_03_11_03_51_47_640.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\left_2017_03_11_03_51_47_640.jpg,C:\Users\oguzi\CARND\CarND-Behavioral-Cloning-P3\hand_training\IMG\right_2017_03_11_03_51_47_640.jpg,0,0,0,6.816407E-08
